Ojutai Monument,오주타이 기념비,마법물체,"{T}: {W} 또는 {U}를 당신의 마나풀에 담는다.
{4}{W}{U}: 오주타이 기념비는 턴종료까지 비행을 가진 백색이며 청색인 4/4 용 마법물체 생물이 된다."
Ojutai's Breath,오주타이의 숨결,순간마법,"생물을 목표로 정한다. 그 생물은 탭되며 조종자의 다음 언탭단에 언탭되지 않는다.
반동 #(당신이 손에서 이 주문을 발동했다면, 주문을 해결하면서 추방한다. 당신의 다음 유지단 시작에, 당신은 마나 비용을 지불하지 않고 이 카드를 추방 영역에서 발동할 수 있다.)#"
Ojutai's Command,오주타이의 명령,순간마법,"둘을 선택한다 —
• 당신의 무덤에 있는 전환마나비용이 2 이하인 생물 카드를 목표로 정한다. 그 카드를 전장으로 되돌린다.
• 당신은 생명 4점을 얻는다.
• 생물 주문을 목표로 정한다. 그 주문을 무효화한다.
• 카드 한 장을 뽑는다."
Ojutai's Summons,오주타이의 소환,집중마법,"비행을 가진 2/2 청색 지니 수도승 생물 토큰 한 개를 전장에 놓는다.
반동 #(당신이 손에서 이 주문을 발동했다면, 주문을 해결하면서 추방한다. 당신의 다음 유지단 시작에, 당신은 마나 비용을 지불하지 않고 이 카드를 추방 영역에서 발동할 수 있다.)#"
Orator of Ojutai,오주타이 연설자,생물 — 조류 승려,"오주타이 연설자를 발동하기 위한 추가비용으로, 당신의 손에서 용 카드 한 장을 공개할 수 있다.
수비태세, 비행
오주타이 연설자가 전장에 들어올 때, 당신이 오주타이 연설자를 발동하면서 용 카드를 공개했거나 용을 조종했다면, 카드 한 장을 뽑는다."
Pacifism,평화주의,결계 — 영기,"생물-결계 #(이것을 발동하면서 생물 하나를 목표로 하시오. 이 카드는 그 생물에 부착되어 판에 들어온다.)#
결계걸린 생물 생물은 공격하거나 저지할 수 없다."
Palace Familiar,궁정 소환수,생물 — 조류,"비행
궁정 소환수가 죽을 때, 카드 한 장을 뽑는다."
Pinion Feast,결박하고 잡아먹기,순간마법,비행을 가진 생물을 목표로 정한다. 그 생물을 파괴한다. 강화 2를 한다. #(당신이 조종하는 생물 중 방어력이 가장 낮은 생물 하나를 선택한다. 그 생물에 +1/+1 카운터 두 개를 올려놓는다.)#
Pitiless Horde,인정사정없는 군단,생물 — 오크 광전사,"당신의 유지단 시작에, 당신은 생명 2점을 잃는다.
질주 {2}{B}{B} #(당신은 질주 비용을 지불하여 이 주문을 발동할 수 있다. 당신이 그렇게 한다면, 이 지속물은 신속을 얻고 다음 종료단 시작에 전장에서 소유자의 손으로 돌아간다.)#"
Press the Advantage,우위 유지,순간마법,생물을 최대 두 개까지 목표로 정한다. 그 생물들은 턴종료까지 각각 +2/+2를 받고 돌진을 얻는다.
Pristine Skywise,고결한 창공의 현자,생물 — 용,"비행
당신이 생물이 아닌 주문을 발동할 때마다, 고결한 창공의 현자를 언탭한다. 고결한 창공의 현자는 턴종료까지 당신이 선택한 색으로부터 보호를 얻는다."
Profaner of the Dead,망자 모독인,생물 — 나가 마법사,"수탈 #(이 생물이 전장에 들어올 때, 당신은 생물 한 개를 희생할 수 있다.)#
망자 모독인이 생물을 수탈할 때, 당신의 상대들이 조종하는 생물 중 수탈한 생물의 방어력보다 방어력이 낮은 모든 생물을 소유자의 손으로 되돌린다."
Profound Journey,의미심장한 여행,집중마법,"당신의 무덤에 있는 지속물 카드 한 장을 목표로 정한다. 그 카드를 전장으로 되돌린다.
반동 #(당신이 손에서 이 주문을 발동했다면, 주문을 해결하면서 추방한다. 당신의 다음 유지단 시작에, 당신은 마나 비용을 지불하지 않고 이 카드를 추방 영역에서 발동할 수 있다.)#"
Qal Sisma Behemoth,칼 시스마 거대괴수,생물 — 오우거 전사,칼 시스마 거대괴수는 {2}를 지불하지 않는 한 공격하거나 방어할 수 없다.
Qarsi Deceiver,카르시 속임술사,생물 — 나가 마법사,"{T}: {1}을 당신의 마나풀에 담는다. 이 마나는 뒷면 상태의 생물 주문을 발동하거나, 구현화된 생물을 앞면으로 뒤집기 위한 마나 비용을 지불하거나, 변이 비용을 지불하는 데에만 사용할 수 있다. #(대변이 비용은 변이 비용이다.)#"
Qarsi Sadist,카르시 가학증 환자,생물 — 인간 성직자,"수탈 #(이 생물이 전장에 들어올 때, 당신은 생물 한 개를 희생할 수 있다.)#
카르시 가학증 환자가 생물을 수탈할 때, 상대를 목표로 정한다. 그 상대는 생명 2점을 잃고 당신은 생명 2점을 얻는다."
Radiant Purge,광휘의 숙청,순간마법,다색 생물이나 다색 부여마법을 목표로 정한다. 그 목표를 추방한다.
Rakshasa Gravecaller,락샤사 무덤소환사,생물 — 고양이 악마,"수탈 #(이 생물이 전장에 들어올 때, 당신은 생물 한 개를 희생할 수 있다.)#
락샤사 무덤소환사가 생물을 수탈할 때, 2/2 흑색 좀비 생물 토큰 두 개를 전장에 놓는다."
Reckless Imp,무모한 임프,생물 — 임프,"비행
무모한 임프는 방어할 수 없다.
질주 {1}{B} #(당신은 질주 비용을 지불하여 이 주문을 발동할 수 있다. 당신이 그렇게 한다면, 이 지속물은 신속을 얻고 다음 종료단 시작에 전장에서 소유자의 손으로 돌아간다.)#"
Reduce in Stature,몸집 줄이기,부여마법 — 마법진,"생물에게 부여
부여된 생물의 기본 공격력과 방어력은 0/2이다."
Rending Volley,찢어발기는 일제사격,순간마법,"찢어발기는 일제사격은 주문이나 능력으로 무효화될 수 없다.
백색이나 청색 생물을 목표로 정한다. 찢어발기는 일제사격은 그 목표에 피해 4점을 입힌다."
Resupply,재보급,순간마법,"당신은 생명 6점을 얻는다.
카드 한 장을 뽑는다."
Revealing Wind,드러내는 바람,순간마법,이 턴에 입혀지려 하는 모든 전투피해를 방지한다. 당신은 뒷면 상태인 각 공격생물과 방어생물의 앞면을 볼 수 있다.
Risen Executioner,부활한 처형인,생물 — 좀비 전사,"부활한 처형인은 방어할 수 없다.
당신이 조종하는 다른 좀비 생물들은 +1/+1을 받는다.
당신이 당신의 무덤에 있는 다른 생물 카드 한 장당 {1}을 더 지불하면 부활한 처형인을 당신의 무덤에서 발동할 수 있다."
Roast,굽기,집중마법,비행이 없는 생물을 목표로 정한다. 굽기는 그 생물에 피해 5점을 입힌다.
Ruthless Deathfang,무자비한 죽음송곳니,생물 — 용,"비행
당신이 생물을 희생할 때마다, 상대를 목표로 정한다. 그 상대는 생물 한 개를 희생한다."
Sabertooth Outrider,검치호 선두 기수,생물 — 인간 전사,"돌진
강대 — 검치호 선두 기수가 공격할 때마다, 당신이 조종하는 생물들의 공격력 총합이 8 이상이라면, 검치호 선두 기수는 턴종료까지 선제공격을 얻는다."
Salt Road Ambushers,소금길 매복조,생물 — 사냥개 전사,"당신이 조종하는 다른 지속물이 앞면으로 뒤집힐 때마다, 그것이 생물이라면, 그 생물에 +1/+1 카운터 두 개를 올려놓는다.
대변이 {3}{G}{G} #(당신은 {3}을 지불해서 이 카드를 뒷면 상태의 2/2 생물로 발동할 수 있다. 언제든지 대변이 비용을 지불하고 앞면으로 뒤집은 다음 +1/+1 카운터 한 개를 이 카드 위에 올려놓는다.)#"
Salt Road Quartermasters,소금길 보급대,생물 — 인간 병사,"소금길 보급대는 +1/+1 카운터 두 개를 가진 채로 전장에 들어온다.
{2}{G}, 소금길 보급대에서 +1/+1 카운터 한 개를 제거한다: 생물을 목표로 정한다. 그 생물에 +1/+1 카운터 한 개를 올려놓는다."
Sandcrafter Mage,모래장인 마도사,생물 — 인간 마법사,"모래장인 마도사가 전장에 들어올 때, 강화 1을 한다. #(당신이 조종하는 생물 중 방어력이 가장 낮은 생물 하나를 선택한다. 그 생물에 +1/+1 카운터 한 개를 올려놓는다.)#"
Sandsteppe Scavenger,모래초원 청소부,생물 — 사냥개 정찰병,"모래초원 청소부가 전장에 들어올 때, 강화 2를 한다. #(당신이 조종하는 생물 중 방어력이 가장 낮은 생물 하나를 선택한다. 그 생물에 +1/+1 카운터 두 개를 올려놓는다.)#"
Sandstorm Charger,모래폭풍 돌격자,생물 — 야수,대변이 {4}{W} #(당신은 {3}을 지불해서 이 카드를 뒷면 상태의 2/2 생물로 발동할 수 있다. 언제든지 대변이 비용을 지불하고 앞면으로 뒤집은 다음 +1/+1 카운터 한 개를 이 카드 위에 올려놓는다.)#
Sarkhan Unbroken,완전한 사르칸,플레인즈워커 — 사르칸,"+1: 카드 한 장을 뽑은 다음 원하는 색의 마나 한 개를 당신의 마나풀에 담는다.
-2: 비행을 가진 4/4 적색 용 생물 토큰 한 개를 전장에 놓는다.
-8: 당신의 서고에서 용 생물 카드를 원하는 만큼 찾아 전장에 놓는다. 그러고 나서 당신의 서고를 섞는다."
Sarkhan's Rage,사르칸의 분노,순간마법,"생물 또는 플레이어를 목표로 정한다. 사르칸의 분노는 그 목표에 피해 5점을 입힌다. 당신이 용을 조종하는 않는다면, 사르칸의 분노는 당신에게 피해 2점을 입힌다."
Sarkhan's Triumph,사르칸의 승리,순간마법,당신의 서고에서 용 생물 카드를 찾아 공개하고 당신의 손으로 가져간다. 그런 다음 당신의 서고를 섞는다.
Savage Ventmaw,난폭한 증기턱,생물 — 용,"비행
난폭한 증기턱이 공격할 때마다, {R}{R}{R}{G}{G}{G}를 당신의 마나풀에 담는다. 턴종료까지, 이 마나는 단과 단계가 종료되어도 당신의 마나풀에서 비워지지 않는다."
Scale Blessing,비늘 축복,순간마법,"강화 1을 한다. 그런 다음 당신이 조종하는 생물 중 +1/+1 카운터가 올려진 각 생물에 +1/+1 카운터 한 개를 올려놓는다. #(강화 1을 하려면, 당신이 조종하는 생물 중 방어력이 가장 낮은 생물 하나를 선택한다. 그 생물에 +1/+1 카운터 한 개를 올려놓는다.)#"
Scaleguard Sentinels,비늘경비병 보초,생물 — 인간 병사,"비늘경비병 보초를 발동하기 위한 추가비용으로, 당신의 손에서 용 카드 한 장을 공개할 수 있다.
비늘경비병 보초를 발동하면서 당신이 용 카드를 공개했거나 용을 조종했다면, 비늘경비병 보초는 +1/+1 카운터 한 개를 가진 채로 전장에 들어온다."
Scion of Ugin,우진의 후손,생물 — 용 신령,비행
Screamreach Brawler,비명의 땅 싸움꾼,생물 — 오크 광전사,"질주 {1}{R} #(당신은 질주 비용을 지불하여 이 주문을 발동할 수 있다. 당신이 그렇게 한다면, 이 지속물은 신속을 얻고 다음 종료단 시작에 전장에서 소유자의 손으로 돌아간다.)#"
Secure the Wastes,황무지 확보,순간마법,1/1 백색 전사 생물 토큰 X개를 전장에 놓는다.
Segmented Krotiq,마디 크로틱,생물 — 곤충,대변이 {6}{G} #(당신은 {3}을 지불해서 이 카드를 뒷면 상태의 2/2 생물로 발동할 수 있다. 언제든지 대변이 비용을 지불하고 앞면으로 뒤집은 다음 +1/+1 카운터 한 개를 이 카드 위에 올려놓는다.)#
Seismic Rupture,단층 파열,집중마법,단층 파열은 비행이 없는 각 생물에 피해 2점을 입힌다.
Self-Inflicted Wound,자해로 인한 상처,집중마법,"상대를 목표로 정한다. 그 상대는 녹색 또는 백색 생물 한 개를 희생한다. 상대가 그렇게 한다면, 그 상대는 생명 2점을 잃는다."
Servant of the Scale,비늘의 하수인,생물 — 인간 병사,"비늘의 하수인은 +1/+1 카운터 한 개를 가진 채로 전장에 들어온다.
비늘의 하수인이 죽을 때, 당신이 조종하는 생물을 목표로 정한다. 그 생물에 +1/+1 카운터 X개를 올려놓는다. X는 비늘의 하수인에 올려진 +1/+1 카운터의 개수이다."
Shaman of Forgotten Ways,잊혀진 도의 주술사,생물 — 인간 주술사,"{T}: 원하는 색의 조합으로 마나 두 개를 당신의 마나풀에 담는다. 이 마나는 생물 주문을 발동하는 데에만 사용할 수 있다.
강대 — {9}{G}{G}, {T}: 각 플레이어의 생명 총점은 자신이 조종하는 생물의 개수가 된다. 당신이 조종하는 생물들의 공격력 총합이 8 이상인 경우에만 이 능력을 활성화한다."
Shambling Goblin,어기적거리는 고블린,생물 — 좀비 고블린,"어기적거리는 고블린이 죽을 때, 상대가 조종하는 생물을 목표로 정한다. 그 생물은 턴종료까지 -1/-1을 받는다."
Shape the Sands,사막 조형술,순간마법,생물을 목표로 정한다. 그 생물은 턴종료까지 +0/+5를 받고 대공을 얻는다. #(그 생물은 비행을 가진 생물을 방어할 수 있다.)#
Sheltered Aerie,보호받는 둥지,부여마법 — 마법진,"대지에 부여
부여된 대지는 ""{T}: 원하는 색의 마나 두 개를 당신의 마나풀에 담는다.""를 가진다."
Shieldhide Dragon,방패가죽 용,생물 — 용,"비행, 생명연결
대변이 {5}{W}{W} #(당신은 {3}을 지불해서 이 카드를 뒷면 상태의 2/2 생물로 발동할 수 있다. 언제든지 대변이 비용을 지불하고 앞면으로 뒤집은 다음 +1/+1 카운터 한 개를 이 카드 위에 올려놓는다.)#
방패가죽 용이 앞면으로 뒤집힐 때, 당신이 조종하는 다른 모든 용 생물에 +1/+1 카운터 한 개를 올려놓는다."
Shorecrasher Elemental,내리덮는 파도의 정령,생물 — 정령,"{U}: 내리덮는 파도의 정령을 추방한 다음 소유자의 조종하에 뒷면 상태로 전장으로 되돌린다.
{1}: 내리덮는 파도의 정령은 턴종료까지 +1/-1이나 -1/+1을 받는다.
대변이 {4}{U} #(당신은 {3}을 지불해서 이 카드를 뒷면 상태의 2/2 생물로 발동할 수 있다. 언제든지 대변이 비용을 지불하고 앞면으로 뒤집은 다음 +1/+1 카운터 한 개를 이 카드 위에 올려놓는다.)#"
Sibsig Icebreakers,시브시그 빙하분쇄자,생물 — 좀비,"시브시그 빙하분쇄자가 전장에 들어올 때, 각 플레이어는 카드 한 장을 버린다."
"Sidisi, Undead Vizier",언데드 고관 시디시,전설적 생물 — 좀비 나가,"치명타
수탈 #(이 생물이 전장에 들어올 때, 당신은 생물 한 개를 희생할 수 있다.)#
언데드 고관 시디시가 생물을 수탈할 때, 당신의 서고에서 원하는 카드 한 장을 찾아 당신의 손으로 가져갈 수 있다. 그렇게 한다면, 당신의 서고를 섞는다."
Sidisi's Faithful,시디시의 심복,생물 — 나가 마법사,"수탈 #(이 생물이 전장에 들어올 때, 당신은 생물 한 개를 희생할 수 있다.)#
시디시의 심복이 생물을 수탈할 때, 생물을 목표로 정한다. 그 생물을 소유자의 손으로 되돌린다."
Sight Beyond Sight,심안,집중마법,"당신의 서고 맨 위의 카드 두 장을 본다. 그 중 한 장을 당신의 손으로 가져가고 나머지 카드는 당신의 서고 맨 밑에 놓는다.
반동 #(당신이 손에서 이 주문을 발동했다면, 주문을 해결하면서 추방한다. 당신의 다음 유지단 시작에, 당신은 마나 비용을 지불하지 않고 이 카드를 추방 영역에서 발동할 수 있다.)#"
Sight of the Scalelords,비늘군주들의 시야,부여마법,"당신의 턴 전투 시작에, 당신이 조종하는 방어력이 4 이상인 생물들은 턴종료까지 +2/+2를 받고 경계를 얻는다."
Silkwrap,비단 감기,부여마법,"비단 감기가 전장에 들어올 때, 상대가 조종하는 전환마나비용이 3 이하인 생물을 목표로 정한다. 비단 감기가 전장을 떠날 때까지 그 생물을 추방한다. #(그 생물은 그 소유자의 조종하에 전장으로 돌아온다.)#"
Silumgar Assassin,실룸가르 암살자,생물 — 인간 암살자,"실룸가르 암살자보다 공격력이 높은 생물들은 실룸가르 암살자를 방어할 수 없다.
대변이 {2}{B} #(당신은 {3}을 지불해서 이 카드를 뒷면 상태의 2/2 생물로 발동할 수 있다. 언제든지 대변이 비용을 지불하고 앞면으로 뒤집은 다음 +1/+1 카운터 한 개를 이 카드 위에 올려놓는다.)#
실룸가르 암살자가 앞면으로 뒤집힐 때, 상대가 조종하는 공격력 3 이하의 생물을 목표로 정한다. 그 생물을 파괴한다."
Silumgar Butcher,실룸가르 도살자,생물 — 좀비 지니,"수탈 #(이 생물이 전장에 들어올 때, 당신은 생물 한 개를 희생할 수 있다.)#
실룸가르 도살자가 생물을 수탈할 때, 생물을 목표로 정한다. 그 생물은 턴종료까지 -3/-3을 받는다."
Silumgar Monument,실룸가르 기념비,마법물체,"{T}: {U} 또는 {B}를 당신의 마나풀에 담는다.
{4}{U}{B}: 실룸가르 기념비는 턴종료까지 비행을 가진 청색이며 흑색인 4/4 용 마법물체 생물이 된다."
Silumgar Sorcerer,실룸가르 마법사,생물 — 인간 마법사,"섬광 #(순간마법을 발동할 수 있는 시기라면 당신은 이 주문을 언제든지 발동할 수 있다.)#
비행
수탈 #(이 생물이 전장에 들어올 때, 당신은 생물 한 개를 희생할 수 있다.)#
실룸가르 마법사가 생물을 수탈할 때, 생물 주문을 목표로 정한다. 그 주문을 무효화한다."
Silumgar Spell-Eater,실룸가르 주문포식자,생물 — 나가 마법사,"대변이 {4}{U} #(당신은 {3}을 지불해서 이 카드를 뒷면 상태의 2/2 생물로 발동할 수 있다. 언제든지 대변이 비용을 지불하고 앞면으로 뒤집은 다음 +1/+1 카운터 한 개를 이 카드 위에 올려놓는다.)#
실룸가르 주문포식자가 앞면으로 뒤집힐 때, 주문을 목표로 정한다. 그 주문의 조종자가 {3}를 지불하지 않으면 그 주문을 무효화한다."
Silumgar's Command,실룸가르의 명령,순간마법,"둘을 선택한다 —
• 생물 주문이 아닌 주문을 목표로 정한다. 그 주문을 무효화한다.
• 지속물을 목표로 정한다. 그 지속물을 소유자의 손으로 되돌린다.
• 생물을 목표로 정한다. 그 생물은 턴종료까지 -3/-3을 받는다.
• 플레인즈워커를 목표로 정한다. 그 플레인즈워커를 파괴한다."
Silumgar's Scorn,실룸가르의 멸시,순간마법,"실룸가르의 멸시를 발동하기 위한 추가비용으로, 당신의 손에서 용 카드 한 장을 공개할 수 있다.
주문을 목표로 정한다. 그 주문의 조종자가 {1}를 지불하지 않으면 그 주문을 무효화한다. 실룸가르의 멸시를 발동하면서 당신이 용 카드를 공개했거나 용을 조종했다면, 대신 그 주문을 무효화한다."
Skywise Teachings,창공의 현자의 가르침,부여마법,"당신이 생물이 아닌 주문을 발동할 때마다, 당신은 {1}{U}를 지불할 수 있다. 당신이 그렇게 한다면, 비행 능력을 가진 2/2 청색 지니 수도승 생물 토큰 하나를 전장에 놓는다."
Spidersilk Net,거미비단 그물,마법물체 — 장비,"장착된 생물은 +0/+2를 받고 대공을 가진다. #(그 생물은 비행을 가진 생물을 방어할 수 있다.)#
장착 {2} #({2}: 당신이 조종하는 생물을 목표로 정한다. 그 생물에 이 장비를 부착한다. 당신이 집중마법을 발동할 수 있는 시기에만 이 능력을 활성화할 수 있다.)#"
Sprinting Warbrute,질주하는 전쟁싸움꾼,생물 — 오우거 광전사,"질주하는 전쟁싸움꾼은 가능하면 매 턴마다 공격한다.
질주 {3}{R} #(당신은 질주 비용을 지불하여 이 주문을 발동할 수 있다. 당신이 그렇게 한다면, 이 지속물은 신속을 얻고 다음 종료단 시작에 전장에서 소유자의 손으로 돌아간다.)#"
Stampeding Elk Herd,달려드는 엘크 무리,생물 — 엘크,"강대 — 달려드는 엘크 무리가 공격할 때마다, 당신이 조종하는 생물들의 공격력 총합이 8 이상이라면, 당신이 조종하는 생물들은 턴종료까지 돌진을 얻는다."
Stormcrag Elemental,폭풍바위 정령,생물 — 정령,"돌진
대변이 {4}{R}{R} #(당신은 {3}을 지불해서 이 카드를 뒷면 상태의 2/2 생물로 발동할 수 있다. 언제든지 대변이 비용을 지불하고 앞면으로 뒤집은 다음 +1/+1 카운터 한 개를 이 카드 위에 올려놓는다.)#"
Stormrider Rig,폭풍기수의 장비,마법물체 — 장비,"장착된 생물은 +1/+1을 받는다.
생물이 당신의 조종하에 전장에 들어올 때마다, 당신은 그 생물에 폭풍기수의 장비를 부착할 수 있다.
장착 {2}"
Stormwing Dragon,폭풍날개 용,생물 — 용,"비행, 선제공격
대변이 {5}{R}{R} #(당신은 {3}을 지불해서 이 카드를 뒷면 상태의 2/2 생물로 발동할 수 있다. 언제든지 대변이 비용을 지불하고 앞면으로 뒤집은 다음 +1/+1 카운터 한 개를 이 카드 위에 올려놓는다.)#
폭풍날개 용이 앞면으로 뒤집힐 때, 당신이 조종하는 다른 모든 용 생물에 +1/+1 카운터 한 개를 올려놓는다."
Stratus Dancer,구름무예가,생물 — 지니 승려,"비행
대변이 {1}{U} #(당신은 {3}을 지불해서 이 카드를 뒷면 상태의 2/2 생물로 발동할 수 있다. 언제든지 대변이 비용을 지불하고 앞면으로 뒤집은 다음 +1/+1 카운터 한 개를 이 카드 위에 올려놓는다.)#
구름무예가가 앞면으로 뒤집힐 때, 순간마법이나 집중마법 주문을 목표로 정한다. 그 주문을 무효화한다."
Strongarm Monk,차력사 수도승,생물 — 인간 승려,"당신이 생물이 아닌 주문을 발동할 때마다, 당신이 조종하는 생물들은 턴종료까지 +1/+1을 받는다."
Student of Ojutai,오주타이의 제자,생물 — 인간 승려,"당신이 생물이 아닌 주문을 발동할 때마다, 당신은 생명 2점을 얻는다."
Summit Prowler,산꼭대기 배회자,생물 — 설인,
Sunbringer's Touch,태양기원사의 손길,집중마법,"강화 X를 한다. X는 당신의 손에 있는 카드 수이다. 당신이 조종하는 +1/+1 카운터가 올려진 각 생물은 턴종료까지 돌진을 얻는다. #(강화 X를 하려면, 당신이 조종하는 생물 중 방어력이 가장 낮은 생물 하나를 선택한다. 그 생물에 +1/+1 카운터 X개를 올려놓는다.)#"
Sunscorch Regent,작열하는 태양의 섭정,생물 — 용,"비행
상대가 주문을 발동할 때마다, 작열하는 태양의 섭정에 +1/+1 카운터 한 개를 올려놓고 당신은 생명 1점을 얻는다."
Surge of Righteousness,치밀어오르는 정의감,순간마법,공격하거나 방어하는 흑색 또는 적색 생물을 목표로 정한다. 그 생물을 파괴한다. 당신은 생명 2점을 얻는다.
"Surrak, the Hunt Caller",사냥 대장 서락,전설적 생물 — 인간 전사,"강대 — 당신의 턴 전투 시작에, 당신이 조종하는 생물들의 공격력 총합이 8 이상이라면, 당신이 조종하는 생물을 목표로 정한다. 그 생물은 턴종료까지 신속을 얻는다."
Swift Warkite,날렵한 전투용,생물 — 용,"비행
날렵한 전투용이 전장에 들어올 때, 당신은 당신의 손이나 무덤에서 전환마나비용이 3 이하인 생물 카드를 전장에 놓을 수 있다. 그 생물은 신속을 얻는다. 다음 종료단 시작에, 그 생물을 당신의 손으로 되돌린다."
Taigam's Strike,타이감의 일격,집중마법,"생물을 목표로 정한다. 그 생물은 턴종료까지 +2/+0을 받으며 이번 턴에 방어될 수 없다.
반동 #(당신이 손에서 이 주문을 발동했다면, 주문을 해결하면서 추방한다. 당신의 다음 유지단 시작에, 당신은 마나 비용을 지불하지 않고 이 카드를 추방 영역에서 발동할 수 있다.)#"
Tail Slash,꼬리 휘두르기,순간마법,당신이 조종하는 생물과 당신이 조종하지 않는 생물을 각각 목표로 정한다. 첫 번째 목표는 두 번째 목표에 자신의 공격력만큼의 피해를 입힌다.
Tapestry of the Ages,시대의 도첩,마법물체,"{2}, {T}: 카드 한 장을 뽑는다. 당신이 이 턴에 생물이 아닌 주문을 발동한 경우에만 이 능력을 활성화한다."
Territorial Roc,영역을 지키는 로크,생물 — 조류,비행
Thunderbreak Regent,하늘을 찢는 천둥의 섭정,생물 — 용,"비행
당신이 조종하는 용이 상대가 조종하는 주문이나 능력의 목표가 될 때마다, 하늘을 찢는 천둥의 섭정은 그 플레이어에게 피해 3점을 입힌다."
Tormenting Voice,괴롭히는 목소리,집중마법,"괴롭히는 목소리를 발동하기 위한 추가비용으로, 카드 한 장을 버린다.
카드 두 장을 뽑는다."
Tread Upon,밟고 지나가기,순간마법,생물을 목표로 정한다. 그 생물은 턴종료까지 +2/+2를 받고 돌진을 얻는다.
Twin Bolt,쌍둥이 화살,순간마법,플레이어 그리고/또는 생물을 최대 두 개까지 목표로 정한다. 쌍둥이 화살은 목표들에게 피해 2점을 당신이 나눈 대로 입힌다.
Ukud Cobra,우쿠드 코브라,생물 — 뱀,치명타
Ultimate Price,궁극의 대가,순간마법,단색 생물 한 개를 목표로 정한다. 그 생물을 파괴한다.
Updraft Elemental,상승기류 정령,생물 — 정령,비행
Vandalize,부수기,집중마법,"하나 혹은 둘 다를 선택한다 —
• 마법물체를 목표로 정한다. 그 마법물체를 파괴한다.
• 대지를 목표로 정한다. 그 대지를 파괴한다."
Vial of Dragonfire,용의 불을 담은 병,마법물체,"{2}, {T}, 용의 불을 담은 병을 희생한다: 생물을 목표로 정한다. 용의 불을 담은 병은 그 생물에 피해 2점을 입힌다."
Virulent Plague,치명적인 전염병,부여마법,생물 토큰들은 -2/-2를 받는다.
Void Squall,공허의 돌풍,집중마법,"대지가 아닌 지속물을 목표로 정한다. 그 지속물을 소유자의 손으로 되돌린다.
반동 #(당신이 손에서 이 주문을 발동했다면, 주문을 해결하면서 추방한다. 당신의 다음 유지단 시작에, 당신은 마나 비용을 지불하지 않고 이 카드를 추방 영역에서 발동할 수 있다.)#"
Volcanic Rush,화산 돌진,순간마법,공격생물들은 턴종료까지 +2/+0을 받고 돌진을 얻는다.
Volcanic Vision,화산 속의 예지,집중마법,당신의 무덤에 있는 순간마법이나 집중마법 카드를 목표로 정한다. 그 카드를 당신의 손으로 되돌린다. 화산 속의 예지는 당신의 상대가 조종하는 각 생물에 그 카드의 전환마나비용 만큼의 피해를 입힌다. 화산 속의 예지를 추방한다.
Vulturous Aven,시체청소부 에이븐,생물 — 조류 주술사,"비행
수탈 #(이 생물이 전장에 들어올 때, 당신은 생물 한 개를 희생할 수 있다.)#
시체청소부 에이븐이 생물을 수탈할 때, 당신은 카드 두 장을 뽑고 생명 2점을 잃는다."
Wandering Tombshell,헤메는 무덤거북,생물 — 좀비 거북이,
Warbringer,전쟁광,생물 — 오크 광전사,"당신이 지불하는 질주 비용은 {2}만큼 덜 든다. #(이 생물이 전장에 있는 동안에만 적용된다.)#
질주 {2}{R} #(당신은 질주 비용을 지불하여 이 주문을 발동할 수 있다. 당신이 그렇게 한다면, 이 지속물은 신속을 얻고 다음 종료단 시작에 전장에서 소유자의 손으로 돌아간다.)#"
Youthful Scholar,젊은 학자,생물 — 인간 마법사,"젊은 학자가 죽을 때, 카드 두 장을 뽑는다."
Zephyr Scribe,서풍의 서기,생물 — 인간 승려,"{U}, {T}: 카드 한 장을 뽑은 후 카드 한 장을 버린다.
당신이 생물이 아닌 주문을 발동할 때마다, 서풍의 서기를 언탭한다."
Zurgo Bellstriker,타종꾼 주르고,전설적 생물 — 오크 전사,"타종꾼 주르고는 공격력이 2 이상인 생물을 방어할 수 없다.
질주 {1}{R} #(당신은 질주 비용을 지불하여 이 주문을 발동할 수 있다. 당신이 그렇게 한다면, 이 지속물은 신속을 얻고 다음 종료단 시작에 전장에서 소유자의 손으로 돌아간다.)#"
Abzan Advantage,아브잔의 이점,순간마법,플레이어를 목표로 정한다. 그 플레이어는 부여마법 한 개를 희생한다. 강화 1. #(당신이 조종하는 생물 중 방어력이 가장 낮은 생물 하나를 선택한다. 그 생물에 +1/+1 카운터 한 개를 올려놓는다.)#
Abzan Beastmaster,아브잔 야수조련사,생물 — 사냥개 주술사,"당신의 유지단 시작에, 당신이 방어력이 제일 높거나 공동으로 방어력이 제일 높은 생물을 조종한다면 카드 한 장을 뽑는다."
Abzan Kin-Guard,아브잔 부족지킴이,생물 — 인간 전사,아브잔 부족지킴이는 당신이 백색이나 흑색 지속물을 조종하는 한 생명연결을 가진다.
Abzan Runemark,아브잔 룬표식,부여마법 — 마법진,"생물에게 부여
부여된 생물은 +2/+2를 받는다.
부여된 생물은 당신이 흑색이나 녹색 지속물을 조종하는 한 경계를 가진다."
Abzan Skycaptain,아브잔 창공지휘관,생물 — 조류 병사,"비행
아브잔 창공지휘관이 죽을 때, 강화 2를 한다. #(당신이 조종하는 생물 중 방어력이 가장 낮은 생물 하나를 선택한다. 그 생물에 +1/+1 카운터 두 개를 올려놓는다.)#"
